Timestamp,Temperature (°C),Humidity (%),Wind Speed (m/s),Solar Irradiance (W/m²),Wind Power (MW),Solar Power (MW),Thermal Power (MW),
09/25/24 6:00,20.05,75.48,6.96,1000.00,0.84,10.00,120.00,
09/25/24 7:00,20.28,54.59,2.97,965.93,0.07,9.66,150.00,
09/25/24 8:00,-4.00,79.99,4.14,866.03,0.18,8.66,180.00,
09/25/24 9:00,13.72,58.23,8.43,707.11,1.50,7.07,150.00,
09/25/24 10:00,1.17,48.82,8.36,500.00,1.46,5.00,120.00,
09/25/24 11:00,24.02,27.55,6.75,258.82,0.77,2.59,150.00,
09/25/24 12:00,22.84,47.54,6.55,0.00,0.70,0.00,120.00,
09/25/24 13:00,6.02,71.38,4.94,0.00,0.30,0.00,150.00,
09/25/24 14:00,7.34,84.49,4.45,0.00,0.22,0.00,120.00,
09/25/24 15:00,10.39,37.62,5.28,0.00,0.37,0.00,150.00,
09/25/24 16:00,-7.53,44.87,2.97,0.00,0.07,0.00,180.00,
09/25/24 17:00,18.36,30.78,6.50,0.00,0.69,0.00,150.00,
09/25/24 18:00,12.27,68.35,6.10,0.00,0.57,0.00,120.00,
09/25/24 19:00,24.70,87.21,4.13,0.00,0.18,0.00,150.00,
09/25/24 20:00,4.02,64.87,9.14,0.00,1.91,0.00,120.00,
09/25/24 21:00,8.81,63.20,7.21,0.00,0.94,0.00,150.00,
09/25/24 22:00,-0.07,58.74,7.38,0.00,1.01,0.00,180.00,
09/25/24 23:00,4.96,26.19,5.03,0.00,0.32,0.00,150.00,
09/26/24 0:00,3.18,71.07,6.00,0.00,0.54,0.00,120.00,
09/26/24 1:00,24.96,62.14,7.25,258.82,0.95,2.59,150.00,
09/26/24 2:00,8.02,66.30,6.31,500.00,0.63,5.00,180.00,
09/26/24 3:00,16.24,82.92,9.20,707.11,1.95,7.07,150.00,
09/26/24 4:00,11.19,74.88,5.59,866.03,0.44,8.66,180.00,
09/26/24 5:00,2.31,74.66,4.99,965.93,0.31,9.66,150.00,
09/26/24 6:00,13.32,84.90,7.27,1000.00,0.96,10.00,120.00,
09/26/24 7:00,20.99,89.30,3.47,965.93,0.10,9.66,150.00,
09/26/24 8:00,2.92,60.69,7.85,866.03,1.21,8.66,180.00,
09/26/24 9:00,23.09,27.62,3.40,707.11,0.10,7.07,150.00,
09/26/24 10:00,6.50,52.14,7.28,500.00,0.96,5.00,120.00,
09/26/24 11:00,10.17,75.13,4.70,258.82,0.26,2.59,150.00,
09/26/24 12:00,20.31,21.94,6.95,0.00,0.84,0.00,120.00,
09/26/24 13:00,8.37,23.98,7.81,0.00,1.19,0.00,150.00,
09/26/24 14:00,15.38,24.70,6.31,0.00,0.63,0.00,120.00,
09/26/24 15:00,11.85,71.17,3.60,0.00,0.12,0.00,150.00,
09/26/24 16:00,16.29,55.08,4.21,0.00,0.19,0.00,120.00,
09/26/24 17:00,-8.81,45.82,4.54,0.00,0.23,0.00,150.00,
09/26/24 18:00,-3.30,27.39,2.21,0.00,0.03,0.00,120.00,
09/26/24 19:00,21.16,71.26,8.25,0.00,1.41,0.00,150.00,
09/26/24 20:00,25.37,42.47,6.22,0.00,0.60,0.00,180.00,
09/26/24 21:00,5.90,38.57,3.73,0.00,0.13,0.00,150.00,
09/26/24 22:00,12.56,65.66,8.91,0.00,1.77,0.00,120.00,
09/26/24 23:00,17.95,59.13,4.60,0.00,0.24,0.00,150.00,
09/27/24 0:00,21.93,45.37,6.50,0.00,0.69,0.00,120.00,
09/27/24 1:00,-5.28,64.90,4.35,258.82,0.21,2.59,150.00,
09/27/24 2:00,6.14,38.99,1.96,500.00,0.02,5.00,120.00,
09/27/24 3:00,11.67,75.64,3.27,707.11,0.09,7.07,150.00,
09/27/24 4:00,22.03,36.05,5.10,866.03,0.33,8.66,180.00,
09/27/24 5:00,39.98,31.12,7.80,965.93,1.18,9.66,150.00,
09/27/24 6:00,12.72,74.77,6.69,1000.00,0.75,10.00,180.00,
09/27/24 7:00,0.93,69.55,6.28,965.93,0.62,9.66,210.00,
09/27/24 8:00,19.02,32.78,1.98,866.03,0.02,8.66,180.00,
09/27/24 9:00,28.21,28.14,8.54,707.11,1.56,7.07,150.00,
09/27/24 10:00,16.08,78.69,6.45,500.00,0.67,5.00,180.00,
09/27/24 11:00,5.93,74.36,5.76,258.82,0.48,2.59,150.00,
09/27/24 12:00,24.58,42.91,8.26,0.00,1.41,0.00,180.00,
09/27/24 13:00,21.64,66.07,8.49,0.00,1.53,0.00,150.00,
09/27/24 14:00,4.74,28.69,8.31,0.00,1.43,0.00,120.00,
09/27/24 15:00,18.81,55.49,5.51,0.00,0.42,0.00,150.00,
09/27/24 16:00,24.97,21.31,3.99,0.00,0.16,0.00,180.00,
09/27/24 17:00,26.82,47.41,7.98,0.00,1.27,0.00,150.00,
09/27/24 18:00,14.34,25.24,3.27,0.00,0.09,0.00,180.00,
09/27/24 19:00,11.42,53.26,9.89,0.00,2.42,0.00,150.00,
09/27/24 20:00,27.27,49.52,6.06,0.00,0.56,0.00,180.00,
09/27/24 21:00,2.90,51.11,3.88,0.00,0.15,0.00,150.00,
09/27/24 22:00,19.39,23.17,3.54,0.00,0.11,0.00,180.00,
09/27/24 23:00,1.30,45.31,3.44,0.00,0.10,0.00,150.00,
09/28/24 0:00,25.65,72.95,6.28,0.00,0.62,0.00,120.00,
09/28/24 1:00,12.42,45.82,5.99,258.82,0.54,2.59,90.00,
09/28/24 2:00,27.69,70.06,3.53,500.00,0.11,5.00,120.00,
09/28/24 3:00,19.91,45.86,5.29,707.11,0.37,7.07,150.00,
09/28/24 4:00,2.77,49.63,3.26,866.03,0.09,8.66,120.00,
09/28/24 5:00,29.25,59.47,7.18,965.93,0.92,9.66,90.00,
09/28/24 6:00,30.51,86.55,5.89,1000.00,0.51,10.00,120.00,
09/28/24 7:00,23.82,27.62,5.24,965.93,0.36,9.66,90.00,
09/28/24 8:00,7.38,22.30,3.42,866.03,0.10,8.66,120.00,
09/28/24 9:00,11.94,62.56,5.40,707.11,0.39,7.07,150.00,
09/28/24 10:00,16.45,86.44,5.17,500.00,0.35,5.00,120.00,
09/28/24 11:00,7.96,89.28,6.64,258.82,0.73,2.59,150.00,
09/28/24 12:00,31.92,53.89,6.33,0.00,0.64,0.00,180.00,
09/28/24 13:00,16.44,52.77,7.58,0.00,1.09,0.00,150.00,
09/28/24 14:00,-12.03,65.15,5.03,0.00,0.32,0.00,180.00,
09/28/24 15:00,18.39,58.89,2.28,0.00,0.03,0.00,150.00,
09/28/24 16:00,11.52,64.39,7.98,0.00,1.27,0.00,120.00,
09/28/24 17:00,14.25,81.18,4.13,0.00,0.18,0.00,150.00,
09/28/24 18:00,11.31,72.24,3.79,0.00,0.14,0.00,180.00,
09/28/24 19:00,23.07,54.78,5.91,0.00,0.52,0.00,150.00,
09/28/24 20:00,26.20,52.33,6.60,0.00,0.72,0.00,180.00,
09/28/24 21:00,17.83,64.77,4.94,0.00,0.30,0.00,150.00,
09/28/24 22:00,11.61,51.90,4.92,0.00,0.30,0.00,120.00,
09/28/24 23:00,14.59,52.04,5.22,0.00,0.36,0.00,150.00,
09/29/24 0:00,15.20,21.14,8.83,0.00,1.72,0.00,120.00,
09/29/24 1:00,6.98,32.18,5.99,258.82,0.54,2.59,150.00,
09/29/24 2:00,20.79,54.20,4.06,500.00,0.17,5.00,180.00,
09/29/24 3:00,19.60,77.59,4.08,707.11,0.17,7.07,150.00,
09/29/24 4:00,30.40,39.51,5.50,866.03,0.42,8.66,180.00,
09/29/24 5:00,27.55,56.59,6.48,965.93,0.68,9.66,150.00,
09/29/24 6:00,8.14,44.15,6.97,1000.00,0.85,10.00,120.00,
09/29/24 7:00,23.20,27.34,6.25,965.93,0.61,9.66,150.00,
09/29/24 8:00,5.49,87.08,4.32,866.03,0.20,8.66,180.00,
09/29/24 9:00,21.96,79.83,5.15,707.11,0.34,7.07,150.00,
09/29/24 10:00,9.83,25.49,7.47,500.00,1.04,5.00,120.00,
09/29/24 11:00,4.77,70.39,3.71,258.82,0.13,2.59,150.00,
09/29/24 12:00,17.80,44.33,5.07,0.00,0.33,0.00,120.00,
09/29/24 13:00,-11.75,89.64,7.19,0.00,0.93,0.00,150.00,
09/29/24 14:00,-2.51,41.17,7.75,0.00,1.16,0.00,120.00,
09/29/24 15:00,13.23,36.71,5.61,0.00,0.44,0.00,150.00,
09/29/24 16:00,15.82,59.75,5.18,0.00,0.35,0.00,180.00,
09/29/24 17:00,11.31,78.46,3.36,0.00,0.09,0.00,150.00,
09/29/24 18:00,-0.79,33.48,7.05,0.00,0.88,0.00,120.00,
09/29/24 19:00,6.82,69.66,8.64,0.00,1.61,0.00,150.00,
09/29/24 20:00,18.91,24.30,11.13,0.00,3.45,0.00,180.00,
09/29/24 21:00,20.82,84.33,6.77,0.00,0.78,0.00,150.00,
09/29/24 22:00,14.84,25.68,5.90,0.00,0.51,0.00,120.00,
09/29/24 23:00,26.57,84.00,4.16,0.00,0.18,0.00,150.00,
09/30/24 0:00,18.97,54.36,2.24,0.00,0.03,0.00,120.00,
09/30/24 1:00,7.53,51.37,6.35,258.82,0.64,2.59,90.00,
09/30/24 2:00,12.19,88.13,10.70,500.00,3.06,5.00,120.00,
09/30/24 3:00,0.97,89.33,8.54,707.11,1.56,7.07,150.00,
09/30/24 4:00,13.92,65.51,8.23,866.03,1.40,8.66,180.00,
09/30/24 5:00,26.12,28.90,6.49,965.93,0.68,9.66,150.00,
09/30/24 6:00,21.85,55.43,6.72,1000.00,0.76,10.00,180.00,
09/30/24 7:00,29.02,57.04,1.15,965.93,0.00,9.66,150.00,
09/30/24 8:00,11.97,56.01,7.53,866.03,1.07,8.66,180.00,
09/30/24 9:00,28.46,59.86,4.84,707.11,0.28,7.07,150.00,
09/30/24 10:00,13.07,21.31,4.60,500.00,0.24,5.00,120.00,
09/30/24 11:00,29.72,69.79,5.35,258.82,0.38,2.59,150.00,
09/30/24 12:00,14.78,69.87,5.29,0.00,0.37,0.00,180.00,
09/30/24 13:00,22.07,28.08,4.56,0.00,0.24,0.00,150.00,
09/30/24 14:00,29.75,59.92,6.03,0.00,0.55,0.00,120.00,
09/30/24 15:00,13.07,59.79,4.88,0.00,0.29,0.00,150.00,
09/30/24 16:00,17.18,67.77,6.20,0.00,0.60,0.00,180.00,
09/30/24 17:00,27.89,25.98,3.03,0.00,0.07,0.00,150.00,
09/30/24 18:00,13.67,63.86,5.57,0.00,0.43,0.00,120.00,
09/30/24 19:00,1.79,39.65,3.81,0.00,0.14,0.00,150.00,
09/30/24 20:00,36.43,55.49,4.72,0.00,0.26,0.00,180.00,
09/30/24 21:00,10.30,74.13,6.29,0.00,0.62,0.00,150.00,
09/30/24 22:00,16.59,69.40,2.79,0.00,0.05,0.00,180.00,
09/30/24 23:00,26.56,28.32,4.36,0.00,0.21,0.00,150.00,
10/01/24 0:00,8.92,61.38,7.14,0.00,0.91,0.00,180.00,
10/01/24 1:00,4.92,87.84,3.17,258.82,0.08,2.59,150.00,
10/01/24 2:00,17.54,30.97,9.56,500.00,2.18,5.00,120.00,
10/01/24 3:00,-2.93,79.70,8.41,707.11,1.49,7.07,150.00,
10/01/24 4:00,12.12,69.18,5.01,866.03,0.31,8.66,120.00,
10/01/24 5:00,17.45,74.18,4.43,965.93,0.22,9.66,150.00,
10/01/24 6:00,12.30,39.74,6.40,1000.00,0.66,10.00,180.00,
10/01/24 7:00,-0.43,40.15,3.11,965.93,0.07,9.66,150.00,
10/01/24 8:00,30.94,83.42,2.00,866.03,0.02,8.66,120.00,
10/01/24 9:00,16.04,45.19,5.08,707.11,0.33,7.07,150.00,
10/01/24 10:00,29.31,24.41,5.73,500.00,0.47,5.00,120.00,
10/01/24 11:00,12.40,62.04,6.19,258.82,0.59,2.59,150.00,
10/01/24 12:00,6.20,28.74,4.77,0.00,0.27,0.00,180.00,
10/01/24 13:00,17.69,75.76,8.55,0.00,1.56,0.00,150.00,
10/01/24 14:00,12.84,64.92,3.01,0.00,0.07,0.00,180.00,
10/01/24 15:00,3.22,81.23,3.72,0.00,0.13,0.00,150.00,
10/01/24 16:00,29.70,74.94,6.97,0.00,0.85,0.00,120.00,
10/01/24 17:00,8.78,27.85,3.68,0.00,0.12,0.00,150.00,
10/01/24 18:00,-3.40,46.67,3.60,0.00,0.12,0.00,120.00,
10/01/24 19:00,28.28,74.22,6.25,0.00,0.61,0.00,150.00,
10/01/24 20:00,9.96,49.21,3.89,0.00,0.15,0.00,120.00,
10/01/24 21:00,8.92,88.07,5.73,0.00,0.47,0.00,150.00,
10/01/24 22:00,-2.65,71.50,4.60,0.00,0.24,0.00,120.00,
10/01/24 23:00,32.41,21.08,4.28,0.00,0.20,0.00,150.00,
10/02/24 0:00,2.11,81.60,1.80,0.00,0.01,0.00,120.00,
10/02/24 1:00,15.58,27.06,6.28,258.82,0.62,2.59,150.00,
10/02/24 2:00,24.13,29.84,3.51,500.00,0.11,5.00,120.00,
10/02/24 3:00,19.22,71.41,5.66,707.11,0.45,7.07,150.00,
10/02/24 4:00,14.40,80.55,4.98,866.03,0.31,8.66,180.00,
10/02/24 5:00,-2.02,57.54,5.59,965.93,0.44,9.66,150.00,
10/02/24 6:00,6.90,40.23,5.70,1000.00,0.46,10.00,120.00,
10/02/24 7:00,16.88,44.59,6.39,965.93,0.65,9.66,150.00,
10/02/24 8:00,7.13,44.00,4.54,866.03,0.23,8.66,180.00,
10/02/24 9:00,17.03,42.87,8.49,707.11,1.53,7.07,150.00,
10/02/24 10:00,21.82,37.00,2.31,500.00,0.03,5.00,120.00,
10/02/24 11:00,24.63,62.62,5.55,258.82,0.43,2.59,150.00,
10/02/24 12:00,2.74,83.03,7.67,0.00,1.13,0.00,180.00,
10/02/24 13:00,36.97,41.50,6.95,0.00,0.84,0.00,150.00,
10/02/24 14:00,22.67,33.07,4.05,0.00,0.17,0.00,180.00,
10/02/24 15:00,14.98,78.70,4.38,0.00,0.21,0.00,150.00,
10/02/24 16:00,25.90,71.92,3.99,0.00,0.16,0.00,120.00,
10/02/24 17:00,38.65,85.16,7.20,0.00,0.93,0.00,150.00,
10/02/24 18:00,0.61,31.59,4.52,0.00,0.23,0.00,180.00,
10/02/24 19:00,12.75,30.10,6.51,0.00,0.69,0.00,150.00,
10/02/24 20:00,-8.78,57.90,6.53,0.00,0.70,0.00,120.00,
10/02/24 21:00,16.93,63.01,10.74,0.00,3.09,0.00,150.00,
10/02/24 22:00,18.65,53.61,6.63,0.00,0.73,0.00,180.00,
10/02/24 23:00,14.61,61.93,4.38,0.00,0.21,0.00,150.00,
10/03/24 0:00,8.45,32.63,3.08,0.00,0.07,0.00,180.00,
10/03/24 1:00,-5.50,53.57,5.45,258.82,0.40,2.59,150.00,
10/03/24 2:00,18.74,66.07,5.76,500.00,0.48,5.00,120.00,
10/03/24 3:00,29.55,50.29,1.58,707.11,0.01,7.07,150.00,
10/03/24 4:00,9.09,67.56,4.57,866.03,0.24,8.66,180.00,
10/03/24 5:00,19.40,51.58,6.59,965.93,0.72,9.66,150.00,
10/03/24 6:00,-0.68,43.35,4.94,1000.00,0.30,10.00,120.00,
10/03/24 7:00,19.57,41.25,7.94,965.93,1.25,9.66,90.00,
10/03/24 8:00,11.07,48.76,2.88,866.03,0.06,8.66,120.00,
10/03/24 9:00,7.38,21.62,7.35,707.11,0.99,7.07,90.00,
10/03/24 10:00,7.40,66.80,7.83,500.00,1.20,5.00,120.00,
10/03/24 11:00,11.06,79.16,7.91,258.82,1.24,2.59,150.00,
10/03/24 12:00,18.82,44.82,2.87,0.00,0.06,0.00,120.00,
10/03/24 13:00,1.88,23.22,6.63,0.00,0.73,0.00,150.00,
10/03/24 14:00,11.03,89.07,4.66,0.00,0.25,0.00,180.00,
10/03/24 15:00,14.59,38.46,3.19,0.00,0.08,0.00,150.00,
10/03/24 16:00,4.01,28.86,5.17,0.00,0.35,0.00,180.00,
10/03/24 17:00,32.97,45.88,4.19,0.00,0.18,0.00,150.00,
10/03/24 18:00,6.47,71.70,7.84,0.00,1.21,0.00,120.00,
10/03/24 19:00,8.31,40.57,7.03,0.00,0.87,0.00,150.00,
10/03/24 20:00,5.22,60.23,3.70,0.00,0.13,0.00,120.00,
10/03/24 21:00,32.98,49.09,4.55,0.00,0.24,0.00,150.00,
10/03/24 22:00,20.53,28.24,5.24,0.00,0.36,0.00,120.00,
10/03/24 23:00,5.63,43.12,5.86,0.00,0.50,0.00,90.00,
10/04/24 0:00,26.06,70.74,8.01,0.00,1.29,0.00,120.00,
10/04/24 1:00,17.01,62.84,7.38,258.82,1.01,2.59,150.00,
10/04/24 2:00,17.57,28.38,6.10,500.00,0.57,5.00,120.00,
10/04/24 3:00,11.56,31.43,5.48,707.11,0.41,7.07,150.00,
10/04/24 4:00,7.51,64.85,2.45,866.03,0.04,8.66,120.00,
10/04/24 5:00,18.38,76.94,8.58,965.93,1.58,9.66,150.00,
10/04/24 6:00,9.55,44.46,5.11,1000.00,0.33,10.00,180.00,
10/04/24 7:00,33.17,61.67,9.11,965.93,1.89,9.66,150.00,
10/04/24 8:00,2.31,31.95,6.39,866.03,0.65,8.66,120.00,
10/04/24 9:00,30.36,41.80,10.05,707.11,2.54,7.07,150.00,
10/04/24 10:00,13.89,21.42,7.21,500.00,0.94,5.00,180.00,
10/04/24 11:00,17.99,73.78,3.14,258.82,0.08,2.59,150.00,
10/04/24 12:00,23.33,48.07,4.77,0.00,0.27,0.00,120.00,
10/04/24 13:00,8.70,77.13,5.66,0.00,0.45,0.00,150.00,
10/04/24 14:00,23.64,69.59,4.25,0.00,0.19,0.00,180.00,
10/04/24 15:00,-12.08,78.01,5.25,0.00,0.36,0.00,150.00,
10/04/24 16:00,7.80,40.00,3.27,0.00,0.09,0.00,120.00,
10/04/24 17:00,5.76,32.96,6.01,0.00,0.54,0.00,150.00,
10/04/24 18:00,2.46,88.03,6.47,0.00,0.68,0.00,180.00,
10/04/24 19:00,12.85,70.21,3.99,0.00,0.16,0.00,150.00,
10/04/24 20:00,18.86,78.38,9.88,0.00,2.41,0.00,180.00,
10/04/24 21:00,22.03,20.92,6.13,0.00,0.58,0.00,150.00,
10/04/24 22:00,17.41,44.81,4.37,0.00,0.21,0.00,120.00,
10/04/24 23:00,8.34,72.00,2.74,0.00,0.05,0.00,150.00,
10/05/24 0:00,18.69,25.46,6.12,0.00,0.57,0.00,120.00,
10/05/24 1:00,16.24,59.71,5.48,258.82,0.41,2.59,150.00,
10/05/24 2:00,24.36,50.04,7.57,500.00,1.08,5.00,120.00,
10/05/24 3:00,22.77,21.23,5.71,707.11,0.47,7.07,150.00,
10/05/24 4:00,15.30,36.52,3.61,866.03,0.12,8.66,120.00,
10/05/24 5:00,6.03,39.94,9.34,965.93,2.04,9.66,90.00,
10/05/24 6:00,8.47,27.83,6.87,1000.00,0.81,10.00,120.00,
10/05/24 7:00,9.50,64.21,5.49,965.93,0.41,9.66,150.00,
10/05/24 8:00,11.85,36.97,6.33,866.03,0.63,8.66,120.00,
10/05/24 9:00,17.68,39.43,6.95,707.11,0.84,7.07,150.00,
10/05/24 10:00,22.15,82.88,3.14,500.00,0.08,5.00,120.00,
10/05/24 11:00,14.49,52.70,6.32,258.82,0.63,2.59,150.00,
10/05/24 12:00,15.16,47.45,5.10,0.00,0.33,0.00,180.00,
10/05/24 13:00,16.43,70.67,7.01,0.00,0.86,0.00,150.00,
10/05/24 14:00,9.84,83.67,4.52,0.00,0.23,0.00,180.00,
10/05/24 15:00,5.75,21.75,4.79,0.00,0.27,0.00,150.00,
10/05/24 16:00,-2.55,51.38,9.33,0.00,2.03,0.00,120.00,
10/05/24 17:00,8.05,62.75,8.46,0.00,1.51,0.00,90.00,
10/05/24 18:00,19.73,42.30,-0.59,0.00,0.00,0.00,120.00,
10/05/24 19:00,7.97,74.07,8.31,0.00,1.44,0.00,150.00,
10/05/24 20:00,12.62,88.00,5.85,0.00,0.50,0.00,180.00,
10/05/24 21:00,19.66,86.04,4.58,0.00,0.24,0.00,210.00,
10/05/24 22:00,20.21,38.62,3.99,0.00,0.16,0.00,180.00,
10/05/24 23:00,4.20,35.84,4.10,0.00,0.17,0.00,150.00,
10/06/24 0:00,24.97,87.02,4.64,0.00,0.25,0.00,180.00,
10/06/24 1:00,26.27,52.10,3.75,258.82,0.13,2.59,150.00,
10/06/24 2:00,3.70,34.58,3.29,500.00,0.09,5.00,180.00,
10/06/24 3:00,6.76,69.49,3.92,707.11,0.15,7.07,150.00,
10/06/24 4:00,26.91,39.91,6.65,866.03,0.73,8.66,120.00,
10/06/24 5:00,13.53,38.71,6.10,965.93,0.57,9.66,150.00,
10/06/24 6:00,-7.20,81.55,7.11,1000.00,0.90,10.00,120.00,
10/06/24 7:00,1.00,31.37,5.87,965.93,0.50,9.66,150.00,
10/06/24 8:00,12.51,24.51,3.39,866.03,0.10,8.66,120.00,
10/06/24 9:00,3.37,38.84,6.99,707.11,0.85,7.07,150.00,
10/06/24 10:00,10.87,62.49,3.99,500.00,0.16,5.00,120.00,
10/06/24 11:00,15.32,28.62,7.29,258.82,0.97,2.59,150.00,
10/06/24 12:00,29.62,53.01,3.67,0.00,0.12,0.00,120.00,
10/06/24 13:00,12.10,63.91,4.63,0.00,0.25,0.00,150.00,
10/06/24 14:00,25.73,79.41,5.28,0.00,0.37,0.00,120.00,
10/06/24 15:00,29.29,36.09,7.35,0.00,0.99,0.00,90.00,
10/06/24 16:00,29.34,77.21,6.35,0.00,0.64,0.00,120.00,
10/06/24 17:00,17.85,36.44,6.04,0.00,0.55,0.00,150.00,
10/06/24 18:00,-4.63,67.37,9.77,0.00,2.33,0.00,120.00,
10/06/24 19:00,19.61,50.15,2.33,0.00,0.03,0.00,150.00,
10/06/24 20:00,25.48,28.03,3.92,0.00,0.15,0.00,120.00,
10/06/24 21:00,14.19,70.00,3.84,0.00,0.14,0.00,150.00,
10/06/24 22:00,32.45,35.24,2.46,0.00,0.04,0.00,180.00,
10/06/24 23:00,23.60,32.36,4.56,0.00,0.24,0.00,150.00,
10/07/24 0:00,20.68,45.08,7.38,0.00,1.00,0.00,120.00,
10/07/24 1:00,25.86,65.73,4.82,258.82,0.28,2.59,150.00,
10/07/24 2:00,18.33,36.38,5.33,500.00,0.38,5.00,120.00,
10/07/24 3:00,-9.93,32.86,2.55,707.11,0.04,7.07,150.00,
10/07/24 4:00,10.01,20.70,4.41,866.03,0.21,8.66,120.00,
10/07/24 5:00,26.97,53.02,5.08,965.93,0.33,9.66,150.00,
10/07/24 6:00,6.92,50.01,7.28,1000.00,0.97,10.00,120.00,
10/07/24 7:00,12.77,36.37,2.65,965.93,0.05,9.66,150.00,
10/07/24 8:00,4.55,23.76,5.09,866.03,0.33,8.66,180.00,
10/07/24 9:00,32.84,50.05,8.17,707.11,1.37,7.07,150.00,
10/07/24 10:00,31.81,75.17,5.11,500.00,0.33,5.00,120.00,
10/07/24 11:00,6.16,70.07,1.77,258.82,0.01,2.59,150.00,
10/07/24 12:00,16.47,80.26,8.56,0.00,1.57,0.00,180.00,
10/07/24 13:00,8.20,20.67,7.47,0.00,1.04,0.00,150.00,
10/07/24 14:00,21.15,87.65,7.74,0.00,1.16,0.00,120.00,
10/07/24 15:00,20.10,43.90,2.51,0.00,0.04,0.00,90.00,
10/07/24 16:00,23.12,89.33,9.02,0.00,1.84,0.00,120.00,
10/07/24 17:00,18.32,37.68,4.45,0.00,0.22,0.00,150.00,
10/07/24 18:00,44.35,53.01,4.98,0.00,0.31,0.00,120.00,
10/07/24 19:00,4.72,44.77,4.59,0.00,0.24,0.00,150.00,
10/07/24 20:00,-2.11,44.90,7.89,0.00,1.23,0.00,120.00,
10/07/24 21:00,11.07,78.96,5.64,0.00,0.45,0.00,150.00,
10/07/24 22:00,-0.68,72.25,6.96,0.00,0.84,0.00,180.00,
10/07/24 23:00,0.08,89.45,6.15,0.00,0.58,0.00,150.00,
10/08/24 0:00,4.99,62.95,5.81,0.00,0.49,0.00,120.00,
10/08/24 1:00,5.78,52.43,4.11,258.82,0.17,2.59,150.00,
10/08/24 2:00,5.45,26.31,9.62,500.00,2.23,5.00,180.00,
10/08/24 3:00,20.18,89.76,3.07,707.11,0.07,7.07,150.00,
10/08/24 4:00,9.94,58.61,6.82,866.03,0.79,8.66,180.00,
10/08/24 5:00,13.20,69.03,6.75,965.93,0.77,9.66,150.00,
10/08/24 6:00,23.94,48.47,8.31,1000.00,1.43,10.00,180.00,
10/08/24 7:00,7.34,58.34,8.78,965.93,1.69,9.66,150.00,
10/08/24 8:00,12.35,85.98,5.73,866.03,0.47,8.66,120.00,
10/08/24 9:00,18.66,31.65,7.06,707.11,0.88,7.07,150.00,
10/08/24 10:00,-4.42,40.47,9.53,500.00,2.16,5.00,180.00,
10/08/24 11:00,-8.85,30.64,5.87,258.82,0.51,2.59,150.00,
10/08/24 12:00,18.46,75.46,3.87,0.00,0.14,0.00,180.00,
10/08/24 13:00,19.92,24.34,5.23,0.00,0.36,0.00,150.00,
10/08/24 14:00,35.64,25.71,3.39,0.00,0.10,0.00,180.00,
10/08/24 15:00,16.58,40.89,6.74,0.00,0.77,0.00,150.00,
10/08/24 16:00,23.20,55.99,8.13,0.00,1.34,0.00,120.00,
10/08/24 17:00,13.05,48.44,5.76,0.00,0.48,0.00,150.00,
10/08/24 18:00,17.97,23.14,2.76,0.00,0.05,0.00,180.00,
10/08/24 19:00,31.67,87.02,8.04,0.00,1.30,0.00,150.00,
10/08/24 20:00,-6.24,86.70,2.45,0.00,0.04,0.00,120.00,
10/08/24 21:00,19.14,39.55,2.91,0.00,0.06,0.00,150.00,
10/08/24 22:00,36.36,71.21,5.64,0.00,0.45,0.00,180.00,
10/08/24 23:00,17.82,60.50,6.50,0.00,0.69,0.00,150.00,
10/09/24 0:00,31.51,36.62,6.84,0.00,0.80,0.00,180.00,
10/09/24 1:00,8.71,38.35,5.87,258.82,0.51,2.59,150.00,
10/09/24 2:00,14.68,54.38,9.52,500.00,2.16,5.00,120.00,
10/09/24 3:00,15.34,49.35,6.13,707.11,0.58,7.07,150.00,
10/09/24 4:00,-7.18,40.39,8.07,866.03,1.31,8.66,120.00,
10/09/24 5:00,3.32,76.53,7.57,965.93,1.09,9.66,150.00,
10/09/24 6:00,4.03,53.70,3.41,1000.00,0.10,10.00,120.00,
10/09/24 7:00,23.22,65.84,5.66,965.93,0.45,9.66,150.00,
10/09/24 8:00,23.72,33.25,10.25,866.03,2.69,8.66,120.00,
10/09/24 9:00,18.24,57.35,4.99,707.11,0.31,7.07,150.00,
10/09/24 10:00,23.24,42.26,4.65,500.00,0.25,5.00,180.00,
10/09/24 11:00,13.36,56.85,6.34,258.82,0.64,2.59,150.00,
10/09/24 12:00,27.02,74.66,5.06,0.00,0.32,0.00,120.00,
10/09/24 13:00,15.09,73.82,4.41,0.00,0.21,0.00,150.00,
10/09/24 14:00,15.58,44.80,5.03,0.00,0.32,0.00,180.00,
10/09/24 15:00,12.34,68.60,8.86,0.00,1.74,0.00,150.00,
10/09/24 16:00,21.84,85.89,5.73,0.00,0.47,0.00,180.00,
10/09/24 17:00,10.79,63.80,3.34,0.00,0.09,0.00,150.00,
10/09/24 18:00,24.76,30.39,2.98,0.00,0.07,0.00,120.00,
10/09/24 19:00,3.68,67.58,10.41,0.00,2.82,0.00,90.00,
10/09/24 20:00,4.01,27.34,5.55,0.00,0.43,0.00,120.00,
10/09/24 21:00,21.87,81.05,6.87,0.00,0.81,0.00,150.00,
10/09/24 22:00,14.11,56.17,4.46,0.00,0.22,0.00,180.00,
10/09/24 23:00,10.46,46.96,6.64,0.00,0.73,0.00,150.00,
10/10/24 0:00,23.90,23.99,8.92,0.00,1.77,0.00,180.00,
